Blk_Grp_Name,Municipality,County,Jobs,JobsDensity,JobsVintage
"Bergen County Tract 304.01, Block Group 2",Lodi Borough,Bergen,6,111.218576060229,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 302.02, Block Group 3",Lodi Borough,Bergen,566,9363.08946988149,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 304.02, Block Group 3",Lodi Borough,Bergen,53,846.239102348391,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 340.02, Block Group 1",Midland Park Borough,Bergen,70,228.49661389301,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 340.02, Block Group 2",Midland Park Borough,Bergen,389,1534.64685611949,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 340.01, Block Group 3",Midland Park Borough,Bergen,1047,3154.79899172913,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 173.01, Block Group 2",Fair Lawn Borough,Bergen,53,360.449904866049,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 541.01, Block Group 4",Teaneck Township,Bergen,242,1133.14427748182,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 532.02, Block Group 1",Upper Saddle River Borough,Bergen,51,42.3414799244823,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 451.01, Block Group 1",Ridgefield Borough,Bergen,263,4210.03282613819,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 304.02, Block Group 1",Lodi Borough,Bergen,32,594.4122072414,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 304.02, Block Group 2",Lodi Borough,Bergen,174,2036.64405837258,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 173.02, Block Group 1",Fair Lawn Borough,Bergen,337,3365.29974641957,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 173.02, Block Group 2",Fair Lawn Borough,Bergen,297,1402.25491003062,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 421.01, Block Group 2",Paramus Borough,Bergen,1186,1943.79179422374,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 80.01, Block Group 1",Cresskill Borough,Bergen,90,108.349873103987,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 372.03, Block Group 2",New Milford Borough,Bergen,636,2006.02528809293,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 552.02, Block Group 3",Tenafly Borough,Bergen,51,227.055742120581,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 10.01, Block Group 2",Allendale Borough,Bergen,636,1389.81462343122,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 10.01, Block Group 3",Allendale Borough,Bergen,269,702.172899697443,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 600.02, Block Group 4",Wood-Ridge Borough,Bergen,127,1168.68652645496,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 10.01, Block Group 1",Allendale Borough,Bergen,2594,3775.99142028604,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 232.02, Block Group 1",Hackensack City,Bergen,71,1409.39018118554,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 232.01, Block Group 3",Hackensack City,Bergen,9,366.452182204422,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 302.02, Block Group 2",Lodi Borough,Bergen,77,803.629078707455,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 10.02, Block Group 1",Allendale Borough,Bergen,453,558.845858623801,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 211.01, Block Group 1",Garfield City,Bergen,61,778.994236021152,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 211.01, Block Group 2",Garfield City,Bergen,32,795.188222630248,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 541.01, Block Group 1",Teaneck Township,Bergen,12,80.7273534546262,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 541.02, Block Group 2",Teaneck Township,Bergen,444,3026.14188074796,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 546.02, Block Group 2",Teaneck Township,Bergen,2492,4689.30310508067,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 546.01, Block Group 3",Teaneck Township,Bergen,173,1403.17119463888,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 532.01, Block Group 3",Upper Saddle River Borough,Bergen,1611,1404.17999391353,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 340.01, Block Group 1",Midland Park Borough,Bergen,624,3555.29317491925,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 154.02, Block Group 1",Englewood City,Bergen,1566,7148.44877921996,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 171.02, Block Group 2",Fair Lawn Borough,Bergen,110,969.546552482006,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 211.01, Block Group 4",Garfield City,Bergen,74,888.603354213243,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 372.03, Block Group 3",New Milford Borough,Bergen,15,120.162687589817,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 63.02, Block Group 2",Cliffside Park Borough,Bergen,146,4027.01119413401,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 80.02, Block Group 2",Cresskill Borough,Bergen,98,451.930976203858,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 600.02, Block Group 3",Wood-Ridge Borough,Bergen,43,463.771597277052,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 600.01, Block Group 2",Wood-Ridge Borough,Bergen,205,2080.03812172111,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 600.01, Block Group 1",Wood-Ridge Borough,Bergen,297,3485.98216850401,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 532.01, Block Group 1",Upper Saddle River Borough,Bergen,162,186.073883817433,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 61.02, Block Group 3",Cliffside Park Borough,Bergen,232,7880.71138380003,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 154.01, Block Group 3",Englewood City,Bergen,1055,9881.85949417288,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 154.02, Block Group 2",Englewood City,Bergen,4359,13482.2188212142,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 175.02, Block Group 2",Fair Lawn Borough,Bergen,265,1494.1357626772,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 193.05, Block Group 2",Fort Lee Borough,Bergen,208,1128.26962400238,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 340.02, Block Group 3",Midland Park Borough,Bergen,392,2027.30617684202,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 340.01, Block Group 2",Midland Park Borough,Bergen,625,4118.71981729217,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 451.02, Block Group 4",Ridgefield Borough,Bergen,44,656.013919040929,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 451.02, Block Group 1",Ridgefield Borough,Bergen,43,488.814860492858,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 173.02, Block Group 3",Fair Lawn Borough,Bergen,1,9.80341184887844,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 541.01, Block Group 3",Teaneck Township,Bergen,322,2376.66379973108,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 80.02, Block Group 3",Cresskill Borough,Bergen,108,438.988312364197,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 552.01, Block Group 2",Tenafly Borough,Bergen,44,166.663908378983,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 154.01, Block Group 1",Englewood City,Bergen,656,5920.35660314966,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 600.01, Block Group 3",Wood-Ridge Borough,Bergen,506,3565.99206701653,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 175.01, Block Group 3",Fair Lawn Borough,Bergen,654,5088.79590538301,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 171.01, Block Group 5",Fair Lawn Borough,Bergen,127,659.253000197074,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 175.02, Block Group 1",Fair Lawn Borough,Bergen,120,784.76801846352,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 175.01, Block Group 4",Fair Lawn Borough,Bergen,326,1614.64072365764,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 171.02, Block Group 1",Fair Lawn Borough,Bergen,42,322.802092603302,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 521, Block Group 3",Saddle Brook Township,Bergen,47,320.00894260224,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 130.04, Block Group 2",Edgewater Borough,Bergen,379,4143.6367925629,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 421.02, Block Group 2",Paramus Borough,Bergen,563,2397.251636074,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 421.02, Block Group 1",Paramus Borough,Bergen,126,549.789707989289,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 61.01, Block Group 3",Cliffside Park Borough,Bergen,81,1870.68829731074,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 61.01, Block Group 2",Cliffside Park Borough,Bergen,82,3653.53883330832,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 63.02, Block Group 1",Cliffside Park Borough,Bergen,7,163.161515609836,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 63.01, Block Group 2",Cliffside Park Borough,Bergen,69,1795.8114727446,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 63.01, Block Group 1",Cliffside Park Borough,Bergen,81,1662.86369739073,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 63.02, Block Group 4",Cliffside Park Borough,Bergen,67,1834.45397251624,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 451.02, Block Group 3",Ridgefield Borough,Bergen,632,4583.72878963906,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 372.03, Block Group 1",New Milford Borough,Bergen,8,85.9894618194751,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 451.02, Block Group 2",Ridgefield Borough,Bergen,88,1216.40494801906,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 181.01, Block Group 3",Fairview Borough,Bergen,36,1329.8355997389,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 61.02, Block Group 2",Cliffside Park Borough,Bergen,113,1744.11988194735,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 181.01, Block Group 2",Fairview Borough,Bergen,248,8401.94956533954,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 241, Block Group 1",Old Tappan Borough,Bergen,258,495.383019030117,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 546.02, Block Group 3",Teaneck Township,Bergen,218,1839.83213567393,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 541.02, Block Group 3",Teaneck Township,Bergen,29,134.960685368298,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 211.02, Block Group 1",Garfield City,Bergen,47,1084.8806813372,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 181.02, Block Group 1",Fairview Borough,Bergen,391,5900.49999237311,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 372.04, Block Group 2",New Milford Borough,Bergen,33,557.1132441863,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 233.04, Block Group 2",Hackensack City,Bergen,194,1576.35161980274,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Bergen County Tract 552.01, Block Group 3",Tenafly Borough,Bergen,78,275.055382745135,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8070.06, Block Group 1",Asbury Park City,Monmouth,296,4554.87883597585,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8126, Block Group 2",Tinton Falls Borough,Monmouth,50,54.6331522496304,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8048.02, Block Group 4",Tinton Falls Borough,Monmouth,631,3320.81976346253,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8074.01, Block Group 2",Neptune Township,Monmouth,153,2901.67681758561,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8060, Block Group 2",Long Branch City,Monmouth,666,2020.97873148747,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8070.05, Block Group 1",Asbury Park City,Monmouth,285,4174.18717887511,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8059, Block Group 3",Long Branch City,Monmouth,38,372.449294118465,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8102.01, Block Group 1",Manalapan Township,Monmouth,698,224.268992490318,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8102.02, Block Group 2",Manalapan Township,Monmouth,150,57.9258493956839,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8048.01, Block Group 1",Tinton Falls Borough,Monmouth,181,386.138649319564,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8085.01, Block Group 1",Wall Township,Monmouth,265,902.368738710622,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8095.05, Block Group 3",Marlboro Township,Monmouth,285,170.149149335952,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8095.04, Block Group 1",Marlboro Township,Monmouth,658,127.191772794421,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8048.02, Block Group 2",Tinton Falls Borough,Monmouth,1656,1218.12308995196,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8105.04, Block Group 2",Freehold Township,Monmouth,3755,2780.58563240243,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8082.01, Block Group 1",Bradley Beach Borough,Monmouth,243,1912.89923641738,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8102.01, Block Group 3",Manalapan Township,Monmouth,421,116.111989607667,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8102.02, Block Group 1",Manalapan Township,Monmouth,97,35.414525062028,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8036.02, Block Group 3",Red Bank Borough,Monmouth,956,9383.14275336126,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8074.02, Block Group 1",Neptune Township,Monmouth,106,1202.30999956327,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8100.01, Block Group 4",Manalapan Township,Monmouth,77,111.053371290424,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8059, Block Group 1",Long Branch City,Monmouth,40,369.160529795086,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8082.01, Block Group 2",Bradley Beach Borough,Monmouth,275,3639.39129229923,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8082.02, Block Group 2",Bradley Beach Borough,Monmouth,23,207.829116177858,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8102.02, Block Group 3",Manalapan Township,Monmouth,93,101.730794776684,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8027, Block Group 2",Aberdeen Township,Monmouth,165,338.238460726013,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8001.01, Block Group 2",Highlands Borough,Monmouth,424,1950.04341346238,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8122, Block Group 3",Eatontown Borough/Oceanport Borough,Monmouth,744,617.901583668454,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8126, Block Group 4",Tinton Falls Borough/Eatontown Borough,Monmouth,2042,1214.57468152814,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8061, Block Group 2",Long Branch City,Monmouth,79,217.134523951741,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8070.06, Block Group 3",Asbury Park City,Monmouth,394,3917.27166466805,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8084.02, Block Group 4",Belmar Borough,Monmouth,1021,7403.21853439338,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8082.01, Block Group 3",Bradley Beach Borough,Monmouth,187,1085.07181305249,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8089.02, Block Group 1",Spring Lake Heights Borough,Monmouth,99,923.77122953304,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8085.01, Block Group 3",Wall Township,Monmouth,350,418.236334666662,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8085.02, Block Group 1",Wall Township,Monmouth,455,1200.79802978549,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8089.02, Block Group 3",Spring Lake Heights Borough,Monmouth,135,1100.44644011629,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8085.01, Block Group 2",Wall Township,Monmouth,1014,1245.34707200223,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8082.02, Block Group 1",Bradley Beach Borough,Monmouth,15,120.142992748253,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8106, Block Group 3",Freehold Township,Monmouth,325,156.448214020356,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8036.01, Block Group 1",Red Bank Borough,Monmouth,2914,17127.8119009167,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8095.05, Block Group 2",Marlboro Township,Monmouth,117,145.867595808244,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8097.04, Block Group 4",Marlboro Township,Monmouth,657,796.424069021994,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8095.05, Block Group 1",Marlboro Township,Monmouth,178,379.729490592402,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8125.01, Block Group 3",Millstone Township,Monmouth,348,56.2172266919977,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8105.04, Block Group 1",Freehold Township,Monmouth,652,742.712846112332,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8111.01, Block Group 4",Howell Township,Monmouth,34,51.2440836361779,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8036.01, Block Group 2",Red Bank Borough,Monmouth,3672,19867.8252024064,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8036.02, Block Group 1",Red Bank Borough,Monmouth,41,351.055599528266,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8036.02, Block Group 2",Red Bank Borough,Monmouth,29,207.124214040297,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8089.02, Block Group 2",Spring Lake Heights Borough,Monmouth,200,1209.34349523388,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8111.02, Block Group 3",Howell Township,Monmouth,273,176.351619210055,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8084.02, Block Group 3",Belmar Borough,Monmouth,76,934.601673393966,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8001.02, Block Group 1",Highlands Borough,Monmouth,218,828.899384177149,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8085.02, Block Group 2",Wall Township,Monmouth,473,3025.63670531326,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8048.01, Block Group 2",Tinton Falls Borough,Monmouth,422,154.89917037249,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
"Monmouth County Tract 8126, Block Group 3",Tinton Falls Borough,Monmouth,2849,5275.33147519864,"Longitudinal Employer-Household Dynamics Origin-Destination Employment Statistics, 2019 Workplace Area Characteristics"
