ID,TAX CODE,BLOCK NUMBER,LOT NUMBER,PAMS PIN,DCA MUNI CODE,MUNICIPALITY,USE GROUP,Use Group Label,DATE ISSUED,TYPE,WORK VALUE,YCOORD,XCOORD,MATCH TYPE
1514,0257,1104,22,0257_1104_22,0257,SADDLE BROOK TWP,E,Educational,10/13/22,ALT,"705,035",40.90456,-74.09204,MODIV Parcel Centroid Coordinate
1515,0257,1301,24,0257_1301_24,0257,SADDLE BROOK TWP,E,Educational,3/24/22,ALT,"305,601",40.91217,-74.0968,MODIV Parcel Centroid Coordinate
1516,0257,1503,20,0257_1503_20,0257,SADDLE BROOK TWP,R-5,Residential (1 & 2 Family Homes),4/1/22,ADD,"250,300",40.91438,-74.10039,MODIV Parcel Centroid Coordinate
1517,0257,1514,15,0257_1514_15,0257,SADDLE BROOK TWP,R-5,Residential (1 & 2 Family Homes),10/12/22,ADD,"270,000",40.91643,-74.09374,MODIV Parcel Centroid Coordinate
1518,0257,1703,24,0257_1703_24,0257,SADDLE BROOK TWP,R-5,Residential (1 & 2 Family Homes),3/17/22,ADD,"403,320",40.91995,-74.10425,MODIV Parcel Centroid Coordinate
1519,0257,1713,22,0257_1713_22,0257,SADDLE BROOK TWP,R-5,Residential (1 & 2 Family Homes),3/1/22,ADD,"250,000",40.91694,-74.10388,MODIV Parcel Centroid Coordinate
1520,0257,402,3,0257_402_3,0257,SADDLE BROOK TWP,R-2,Residential (Multifamily),4/1/22,NEW,"8,000,000",40.89228,-74.10592,Geocoded Parcel Block
1521,0257,402,3,0257_402_3,0257,SADDLE BROOK TWP,R-2,Residential (Multifamily),6/24/22,NEW,"290,000",40.89228,-74.10592,Geocoded Parcel Block
1522,0257,402,3,0257_402_3,0257,SADDLE BROOK TWP,R-2,Residential (Multifamily),12/19/22,NEW,"536,000",40.89228,-74.10592,Geocoded Parcel Block
1523,0257,410,17,0257_410_17,0257,SADDLE BROOK TWP,E,Educational,3/24/22,ALT,"324,800",40.89342,-74.09641,MODIV Parcel Centroid Coordinate
1524,0257,512,1,0257_512_1,0257,SADDLE BROOK TWP,I-2,Institutional or Group Home,9/9/22,ALT,"900,000",40.89571,-74.09279,MODIV Parcel Centroid Coordinate
1525,0257,604,13,0257_604_13,0257,SADDLE BROOK TWP,R-5,Residential (1 & 2 Family Homes),2/1/22,ADD,"351,000",40.89841,-74.08384,MODIV Parcel Centroid Coordinate
1526,0257,705,23,0257_705_23,0257,SADDLE BROOK TWP,M,Mercantile,5/12/22,ALT,"453,000",40.89773,-74.09757,MODIV Parcel Centroid Coordinate
1527,0258,1102,9,0258_1102_9,0258,SADDLE RIVER BORO,R-5,Residential (1 & 2 Family Homes),6/10/22,ADD,"819,000",41.04526,-74.10024,MODIV Parcel Centroid Coordinate
1528,0258,1301,32,0258_1301_32,0258,SADDLE RIVER BORO,R-5,Residential (1 & 2 Family Homes),4/25/22,NEW,"966,800",41.03716,-74.11165,MODIV Parcel Centroid Coordinate
1529,0258,1402,14,0258_1402_14,0258,SADDLE RIVER BORO,R-5,Residential (1 & 2 Family Homes),8/15/22,ADD,"860,500",41.03464,-74.09126,MODIV Parcel Centroid Coordinate
1530,0258,1402,15,0258_1402_15,0258,SADDLE RIVER BORO,R-5,Residential (1 & 2 Family Homes),7/6/22,NEW,"1,065,500",41.03463,-74.08957,MODIV Parcel Centroid Coordinate
1531,0258,1403,6,0258_1403_6,0258,SADDLE RIVER BORO,R-5,Residential (1 & 2 Family Homes),2/16/22,ADD,"541,000",41.0375,-74.08531,MODIV Parcel Centroid Coordinate
1532,0258,1502,42,0258_1502_42,0258,SADDLE RIVER BORO,R-5,Residential (1 & 2 Family Homes),7/6/22,ALT,"550,000",41.02755,-74.0785,MODIV Parcel Centroid Coordinate
1533,0258,1609,16,0258_1609_16,0258,SADDLE RIVER BORO,R-5,Residential (1 & 2 Family Homes),1/28/22,ADD,"720,000",41.02562,-74.10319,MODIV Parcel Centroid Coordinate
1534,0258,1702,10,0258_1702_10,0258,SADDLE RIVER BORO,R-5,Residential (1 & 2 Family Homes),10/31/22,NEW,"2,135,000",41.02431,-74.08697,MODIV Parcel Centroid Coordinate
1535,0258,1801,28,0258_1801_28,0258,SADDLE RIVER BORO,R-5,Residential (1 & 2 Family Homes),7/22/22,ADD,"442,500",41.01705,-74.10347,MODIV Parcel Centroid Coordinate
1536,0258,1803,2,0258_1803_2,0258,SADDLE RIVER BORO,R-5,Residential (1 & 2 Family Homes),9/27/22,ADD,"293,300",41.02315,-74.10633,MODIV Parcel Centroid Coordinate
1537,0258,1803,3,0258_1803_3,0258,SADDLE RIVER BORO,R-5,Residential (1 & 2 Family Homes),4/27/22,NEW,"2,591,800",41.02306,-74.10556,MODIV Parcel Centroid Coordinate
1538,0258,1902,35,0258_1902_35,0258,SADDLE RIVER BORO,R-5,Residential (1 & 2 Family Homes),10/3/22,ADD,"266,000",41.01839,-74.09143,MODIV Parcel Centroid Coordinate
1539,0258,2002,1,0258_2002_1,0258,SADDLE RIVER BORO,I-2,Institutional or Group Home,3/18/22,ALT,"550,000",41.01308,-74.09967,MODIV Parcel Centroid Coordinate
1540,0258,2002,1,0258_2002_1,0258,SADDLE RIVER BORO,I-2,Institutional or Group Home,3/31/22,NEW,"1,094,200",41.01308,-74.09967,MODIV Parcel Centroid Coordinate
1541,0258,2002,1,0258_2002_1,0258,SADDLE RIVER BORO,I-2,Institutional or Group Home,3/18/22,ALT,"475,000",41.01308,-74.09967,MODIV Parcel Centroid Coordinate
1542,0258,2002,1,0258_2002_1,0258,SADDLE RIVER BORO,I-2,Institutional or Group Home,3/18/22,ALT,"271,501",41.01308,-74.09967,MODIV Parcel Centroid Coordinate
1543,0258,2102,26,0258_2102_26,0258,SADDLE RIVER BORO,R-5,Residential (1 & 2 Family Homes),5/19/22,NEW,"970,000",41.00644,-74.08868,MODIV Parcel Centroid Coordinate
1544,0259,105,5,0259_105_5,0259,SOUTH HACKENSACK TWP,B,Business,4/20/22,ADD,"350,000",40.83083,-74.04625,MODIV Parcel Centroid Coordinate
1545,0259,106,2.03,0259_106_2.03,0259,SOUTH HACKENSACK TWP,S-1,Storage,9/13/22,ALT,"910,000",40.83047,-74.04275,MODIV Parcel Centroid Coordinate
1546,0259,13.01,3.01,0259_13.01_3.01,0259,SOUTH HACKENSACK TWP,U,Utilities and Miscellaneous,4/14/22,ALT,"452,435",40.86166,-74.04365,MODIV Parcel Centroid Coordinate
1547,0259,21.03,38.01,0259_21.03_38.01,0259,SOUTH HACKENSACK TWP,E,Educational,2/9/22,ALT,"553,000",40.86534,-74.04623,MODIV Parcel Centroid Coordinate
1548,0260,1101,4,0260_1101_4,0260,TEANECK TWP,R-5,Residential (1 & 2 Family Homes),5/24/22,NEW,"1,320,000",40.91606,-74.02285,MODIV Parcel Centroid Coordinate
1549,0260,1103,19,0260_1103_19,0260,TEANECK TWP,R-5,Residential (1 & 2 Family Homes),2/22/22,NEW,"576,000",40.91291,-74.02058,MODIV Parcel Centroid Coordinate
1550,0260,1208,18,0260_1208_18,0260,TEANECK TWP,R-5,Residential (1 & 2 Family Homes),11/4/22,ADD,"321,000",40.90928,-74.02061,MODIV Parcel Centroid Coordinate
1551,0260,1601,2,0260_1601_2,0260,TEANECK TWP,R-5,Residential (1 & 2 Family Homes),6/2/22,ADD,"252,500",40.90224,-74.02287,MODIV Parcel Centroid Coordinate
1552,0260,1602,5,0260_1602_5,0260,TEANECK TWP,R-5,Residential (1 & 2 Family Homes),2/18/22,ADD,"424,000",40.90265,-74.02059,MODIV Parcel Centroid Coordinate
1553,0260,1614,5,0260_1614_5,0260,TEANECK TWP,R-5,Residential (1 & 2 Family Homes),1/25/22,NEW,"288,500",40.89867,-74.01759,MODIV Parcel Centroid Coordinate
1554,0260,1801,8,0260_1801_8,0260,TEANECK TWP,R-5,Residential (1 & 2 Family Homes),2/25/22,NEW,"291,500",40.91105,-74.01494,MODIV Parcel Centroid Coordinate
1555,0260,1812,10,0260_1812_10,0260,TEANECK TWP,R-5,Residential (1 & 2 Family Homes),3/23/22,ADD,"305,850",40.90526,-74.0141,MODIV Parcel Centroid Coordinate
1556,0260,2001,25,0260_2001_25,0260,TEANECK TWP,R-5,Residential (1 & 2 Family Homes),8/10/22,ADD,"291,000",40.90772,-74.01127,MODIV Parcel Centroid Coordinate
1557,0260,202,14,0260_202_14,0260,TEANECK TWP,I-1,Institutional or Group Home,4/22/22,ALT,"3,853,532",40.88958,-74.03218,MODIV Parcel Centroid Coordinate
1558,0260,202,14,0260_202_14,0260,TEANECK TWP,B,Business,6/29/22,ALT,"419,771",40.88958,-74.03218,MODIV Parcel Centroid Coordinate
1559,0260,2101,6,0260_2101_6,0260,TEANECK TWP,R-5,Residential (1 & 2 Family Homes),1/20/22,ADD,"416,000",40.9031,-74.01352,MODIV Parcel Centroid Coordinate
1560,0260,2101,7,0260_2101_7,0260,TEANECK TWP,R-5,Residential (1 & 2 Family Homes),1/18/22,ADD,"415,000",40.90298,-74.0136,MODIV Parcel Centroid Coordinate
1561,0260,2104,42,0260_2104_42,0260,TEANECK TWP,R-5,Residential (1 & 2 Family Homes),7/1/22,ADD,"275,000",40.90208,-74.01079,MODIV Parcel Centroid Coordinate
1562,0260,2904,12,0260_2904_12,0260,TEANECK TWP,B,Business,1/7/22,ALT,"471,790",40.8855,-74.00717,MODIV Parcel Centroid Coordinate
1563,0260,2908,16,0260_2908_16,0260,TEANECK TWP,R-5,Residential (1 & 2 Family Homes),8/17/22,ADD,"314,000",40.88846,-74.01114,MODIV Parcel Centroid Coordinate
1564,0260,3001,2,0260_3001_2,0260,TEANECK TWP,B,Business,7/7/22,ALT,"252,000",40.88618,-74.01472,MODIV Parcel Centroid Coordinate
1565,0260,3003,4,0260_3003_4,0260,TEANECK TWP,I-2,Institutional or Group Home,5/24/22,ALT,"406,000",40.883,-74.01007,MODIV Parcel Centroid Coordinate
1566,0260,3102,15,0260_3102_15,0260,TEANECK TWP,R-5,Residential (1 & 2 Family Homes),6/29/22,NEW,"355,300",40.88085,-74.01332,MODIV Parcel Centroid Coordinate
1567,0260,3114,2,0260_3114_2,0260,TEANECK TWP,R-5,Residential (1 & 2 Family Homes),5/27/22,ALT,"296,600",40.87777,-74.01926,MODIV Parcel Centroid Coordinate
1568,0260,3606,2,0260_3606_2,0260,TEANECK TWP,B,Business,9/23/22,ALT,"674,500",40.87344,-74.00586,MODIV Parcel Centroid Coordinate
1569,0260,3710.01,4,0260_3710.01_4,0260,TEANECK TWP,R-5,Residential (1 & 2 Family Homes),5/26/22,NEW,"350,000",40.87703,-74.0041,MODIV Parcel Centroid Coordinate
1570,0260,3909,14,0260_3909_14,0260,TEANECK TWP,A-3,"Churches, Libraries, Arcades, Comm. Halls, Gyms",11/23/22,ALT,"306,500",40.88313,-73.99916,MODIV Parcel Centroid Coordinate
1571,0260,4015,2,0260_4015_2,0260,TEANECK TWP,R-5,Residential (1 & 2 Family Homes),11/23/22,ADD,"341,500",40.88509,-74.00137,MODIV Parcel Centroid Coordinate
1572,0260,4304,10,0260_4304_10,0260,TEANECK TWP,R-5,Residential (1 & 2 Family Homes),6/28/22,ADD,"277,340",40.87394,-74.00135,MODIV Parcel Centroid Coordinate
1573,0260,4901,1,0260_4901_1,0260,TEANECK TWP,B,Business,4/28/22,ALT,"586,343",40.9016,-74.00801,MODIV Parcel Centroid Coordinate
1574,0260,5207,14,0260_5207_14,0260,TEANECK TWP,R-5,Residential (1 & 2 Family Homes),7/7/22,NEW,"300,000",40.90765,-74.00044,MODIV Parcel Centroid Coordinate
1575,0260,5703,11,0260_5703_11,0260,TEANECK TWP,R-2,Residential (Multifamily),11/22/22,NEW,"5,818,091",40.90026,-73.99938,MODIV Parcel Centroid Coordinate
1576,0260,6002,2,0260_6002_2,0260,TEANECK TWP,R-2,Residential (Multifamily),11/18/22,NEW,"347,000",40.88747,-73.99269,MODIV Parcel Centroid Coordinate
1577,0260,815,6,0260_815_6,0260,TEANECK TWP,R-5,Residential (1 & 2 Family Homes),9/21/22,ADD,"453,808",40.89224,-74.02515,MODIV Parcel Centroid Coordinate
1578,0260,818,10,0260_818_10,0260,TEANECK TWP,A-2,"Clubs, Dance Halls, Casinos, Restaurants, Taverns, Bars",7/1/22,ALT,"524,800",40.88985,-74.02309,MODIV Parcel Centroid Coordinate
1579,0261,1009,8,0261_1009_8,0261,TENAFLY BORO,R-5,Residential (1 & 2 Family Homes),2/3/22,ALT,"308,000",40.92579,-73.96657,MODIV Parcel Centroid Coordinate
1580,0261,1011,18,0261_1011_18,0261,TENAFLY BORO,B,Business,8/25/22,ADD,"525,000",40.92455,-73.96518,MODIV Parcel Centroid Coordinate
1581,0261,110,3.01,0261_110_3.01,0261,TENAFLY BORO,R-5,Residential (1 & 2 Family Homes),8/19/22,NEW,"408,000",40.93403,-73.97281,Geocoded Parcel Block
1582,0261,110,5.01,0261_110_5.01,0261,TENAFLY BORO,R-5,Residential (1 & 2 Family Homes),8/19/22,NEW,"428,000",40.93401,-73.97281,Geocoded Parcel Block
1583,0261,114,11,0261_114_11,0261,TENAFLY BORO,R-5,Residential (1 & 2 Family Homes),6/24/22,ADD,"302,600",40.93143,-73.98001,MODIV Parcel Centroid Coordinate
1584,0261,118,13,0261_118_13,0261,TENAFLY BORO,R-5,Residential (1 & 2 Family Homes),12/13/22,NEW,"390,000",40.93257,-73.97198,MODIV Parcel Centroid Coordinate
1585,0261,1404,19,0261_1404_19,0261,TENAFLY BORO,R-5,Residential (1 & 2 Family Homes),8/25/22,NEW,"880,000",40.92911,-73.9518,MODIV Parcel Centroid Coordinate
1586,0261,1504,6,0261_1504_6,0261,TENAFLY BORO,R-5,Residential (1 & 2 Family Homes),4/18/22,ADD,"505,000",40.92817,-73.95167,MODIV Parcel Centroid Coordinate
1587,0261,1706,2,0261_1706_2,0261,TENAFLY BORO,R-3,Institutional or Group Home,4/5/22,NEW,"455,000",40.92321,-73.96331,MODIV Parcel Centroid Coordinate
1588,0261,1809,20,0261_1809_20,0261,TENAFLY BORO,R-5,Residential (1 & 2 Family Homes),10/7/22,ADD,"283,500",40.91632,-73.95963,MODIV Parcel Centroid Coordinate
1589,0261,1902,6,0261_1902_6,0261,TENAFLY BORO,R-5,Residential (1 & 2 Family Homes),10/12/22,ADD,"455,000",40.91674,-73.96183,MODIV Parcel Centroid Coordinate
1590,0261,207,6,0261_207_6,0261,TENAFLY BORO,R-5,Residential (1 & 2 Family Homes),3/7/22,NEW,"706,500",40.93018,-73.97262,MODIV Parcel Centroid Coordinate
1591,0261,2203,11,0261_2203_11,0261,TENAFLY BORO,R-5,Residential (1 & 2 Family Homes),10/13/22,ADD,"700,000",40.90935,-73.95395,MODIV Parcel Centroid Coordinate
1592,0261,2203,2,0261_2203_2,0261,TENAFLY BORO,R-5,Residential (1 & 2 Family Homes),10/12/22,NEW,"755,200",40.9116,-73.95441,MODIV Parcel Centroid Coordinate
1593,0261,2203,6,0261_2203_6,0261,TENAFLY BORO,R-5,Residential (1 & 2 Family Homes),8/15/22,NEW,"1,021,500",40.9113,-73.95292,MODIV Parcel Centroid Coordinate
1594,0261,2803,10,0261_2803_10,0261,TENAFLY BORO,R-5,Residential (1 & 2 Family Homes),8/19/22,NEW,"1,150,000",40.91711,-73.94735,MODIV Parcel Centroid Coordinate
1595,0261,2803,12,0261_2803_12,0261,TENAFLY BORO,R-5,Residential (1 & 2 Family Homes),3/7/22,NEW,"928,000",40.91692,-73.94829,MODIV Parcel Centroid Coordinate
1596,0261,2902,6,0261_2902_6,0261,TENAFLY BORO,R-5,Residential (1 & 2 Family Homes),1/19/22,NEW,"1,227,000",40.91437,-73.94801,MODIV Parcel Centroid Coordinate
1597,0261,306,12,0261_306_12,0261,TENAFLY BORO,R-5,Residential (1 & 2 Family Homes),11/21/22,NEW,"465,000",40.92705,-73.97244,MODIV Parcel Centroid Coordinate
1598,0261,407,29,0261_407_29,0261,TENAFLY BORO,R-5,Residential (1 & 2 Family Homes),1/18/22,NEW,"651,500",40.9231,-73.97433,MODIV Parcel Centroid Coordinate
1599,0261,704,6,0261_704_6,0261,TENAFLY BORO,R-5,Residential (1 & 2 Family Homes),1/10/22,NEW,"759,000",40.91533,-73.96961,MODIV Parcel Centroid Coordinate
1600,0261,707,16,0261_707_16,0261,TENAFLY BORO,R-5,Residential (1 & 2 Family Homes),8/18/22,NEW,"506,300",40.91463,-73.97296,MODIV Parcel Centroid Coordinate
1601,0261,806,16,0261_806_16,0261,TENAFLY BORO,R-5,Residential (1 & 2 Family Homes),6/30/22,NEW,"769,500",40.91806,-73.9741,MODIV Parcel Centroid Coordinate
1602,0261,807,19,0261_807_19,0261,TENAFLY BORO,R-5,Residential (1 & 2 Family Homes),9/1/22,NEW,"713,000",40.91875,-73.96964,MODIV Parcel Centroid Coordinate
1603,0261,810,32,0261_810_32,0261,TENAFLY BORO,R-5,Residential (1 & 2 Family Homes),7/14/22,NEW,"510,000",40.91683,-73.97062,MODIV Parcel Centroid Coordinate
1604,0261,905,6,0261_905_6,0261,TENAFLY BORO,R-5,Residential (1 & 2 Family Homes),1/11/22,ALT,"340,000",40.92152,-73.96587,MODIV Parcel Centroid Coordinate
1605,0262,201,3,0262_201_3,0262,TETERBORO BORO,B,Business,3/8/22,ALT,"290,100",40.85369,-74.07007,MODIV Parcel Centroid Coordinate
1606,0262,201,3,0262_201_3,0262,TETERBORO BORO,B,Business,6/2/22,ALT,"1,000,000",40.85369,-74.07007,MODIV Parcel Centroid Coordinate
1607,0262,201,3,0262_201_3,0262,TETERBORO BORO,B,Business,6/2/22,ALT,"725,000",40.85369,-74.07007,MODIV Parcel Centroid Coordinate
1608,0262,202,1.01,0262_202_1.01,0262,TETERBORO BORO,S-1,Storage,7/20/22,NEW,"14,620,000",40.85645,-74.06591,Geocoded MOD-IV Address
1609,0262,202,4.05,0262_202_4.05,0262,TETERBORO BORO,M,Mercantile,7/19/22,ALT,"677,000",40.86232,-74.06163,MODIV Parcel Centroid Coordinate
1610,0262,202,4.08,0262_202_4.08,0262,TETERBORO BORO,M,Mercantile,4/8/22,ALT,"670,067",40.86016,-74.06144,MODIV Parcel Centroid Coordinate
1611,0262,303,5,0262_303_5,0262,TETERBORO BORO,B,Business,8/26/22,ALT,"1,547,000",40.86442,-74.05848,MODIV Parcel Centroid Coordinate
1612,0262,304,2,0262_304_2,0262,TETERBORO BORO,S-1,Storage,6/30/22,ALT,"803,500",40.86837,-74.05714,MODIV Parcel Centroid Coordinate
1613,0262,307,2,0262_307_2,0262,TETERBORO BORO,B,Business,10/21/22,ALT,"1,438,700",40.86263,-74.05576,MODIV Parcel Centroid Coordinate
1614,0262,308,12,0262_308_12,0262,TETERBORO BORO,S-1,Storage,1/6/22,ALT,"534,866",40.85881,-74.05197,MODIV Parcel Centroid Coordinate
1615,0262,308,6,0262_308_6,0262,TETERBORO BORO,B,Business,3/10/22,ALT,"329,553",40.86127,-74.05136,MODIV Parcel Centroid Coordinate
1616,0263,1004,10,0263_1004_10,0263,UPPER SADDLE RIVER BORO,R-5,Residential (1 & 2 Family Homes),1/12/22,ADD,"395,500",41.05756,-74.11622,MODIV Parcel Centroid Coordinate
1617,0263,1209,4,0263_1209_4,0263,UPPER SADDLE RIVER BORO,R-5,Residential (1 & 2 Family Homes),7/7/22,ADD,"410,600",41.05398,-74.08434,MODIV Parcel Centroid Coordinate
1618,0263,1216,11.01,0263_1216_11.01,0263,UPPER SADDLE RIVER BORO,R-5,Residential (1 & 2 Family Homes),7/12/22,NEW,"859,000",41.05162,-74.09405,MODIV Parcel Centroid Coordinate
1619,0263,1305,3.02,0263_1305_3.02,0263,UPPER SADDLE RIVER BORO,R-5,Residential (1 & 2 Family Homes),9/27/22,NEW,"801,500",41.04761,-74.10882,MODIV Parcel Centroid Coordinate
1620,0263,1305,4,0263_1305_4,0263,UPPER SADDLE RIVER BORO,R-5,Residential (1 & 2 Family Homes),7/21/22,ALT,"310,000",41.04802,-74.10793,MODIV Parcel Centroid Coordinate
1621,0263,1308,3,0263_1308_3,0263,UPPER SADDLE RIVER BORO,R-5,Residential (1 & 2 Family Homes),11/14/22,ALT,"587,000",41.04745,-74.10228,MODIV Parcel Centroid Coordinate
1622,0263,208,3,0263_208_3,0263,UPPER SADDLE RIVER BORO,R-5,Residential (1 & 2 Family Homes),6/16/22,ADD,"303,400",41.0785,-74.08547,MODIV Parcel Centroid Coordinate
1623,0263,211,3,0263_211_3,0263,UPPER SADDLE RIVER BORO,R-5,Residential (1 & 2 Family Homes),6/28/22,ADD,"328,000",41.07583,-74.08633,MODIV Parcel Centroid Coordinate
1624,0263,502,8,0263_502_8,0263,UPPER SADDLE RIVER BORO,R-5,Residential (1 & 2 Family Homes),11/4/22,NEW,"916,200",41.07614,-74.1076,MODIV Parcel Centroid Coordinate
1625,0263,513,22,0263_513_22,0263,UPPER SADDLE RIVER BORO,R-5,Residential (1 & 2 Family Homes),5/12/22,NEW,"724,100",41.0701,-74.10833,MODIV Parcel Centroid Coordinate
1626,0263,514,13,0263_514_13,0263,UPPER SADDLE RIVER BORO,R-5,Residential (1 & 2 Family Homes),11/22/22,ADD,"440,000",41.07371,-74.10907,MODIV Parcel Centroid Coordinate
1627,0263,601,1.01,0263_601_1.01,0263,UPPER SADDLE RIVER BORO,R-5,Residential (1 & 2 Family Homes),9/26/22,NEW,"1,333,400",41.06506,-74.11739,MODIV Parcel Centroid Coordinate
1628,0263,601,1.01,0263_601_1.01,0263,UPPER SADDLE RIVER BORO,R-5,Residential (1 & 2 Family Homes),11/23/22,NEW,"275,000",41.06506,-74.11739,MODIV Parcel Centroid Coordinate
1629,0263,707,8,0263_707_8,0263,UPPER SADDLE RIVER BORO,R-5,Residential (1 & 2 Family Homes),4/28/22,ALT,"377,000",41.06544,-74.10382,MODIV Parcel Centroid Coordinate
1630,0263,802,2,0263_802_2,0263,UPPER SADDLE RIVER BORO,R-5,Residential (1 & 2 Family Homes),11/14/22,ADD,"300,000",41.06413,-74.09662,MODIV Parcel Centroid Coordinate
1631,0263,805,1.02,0263_805_1.02,0263,UPPER SADDLE RIVER BORO,R-5,Residential (1 & 2 Family Homes),7/8/22,NEW,"1,123,000",41.06639,-74.0974,MODIV Parcel Centroid Coordinate
1632,0263,806,2,0263_806_2,0263,UPPER SADDLE RIVER BORO,R-5,Residential (1 & 2 Family Homes),4/25/22,ADD,"336,321",41.06858,-74.09708,MODIV Parcel Centroid Coordinate
1633,0263,919,1.02,0263_919_1.02,0263,UPPER SADDLE RIVER BORO,R-5,Residential (1 & 2 Family Homes),11/3/22,NEW,"686,700",41.06861,-74.08225,MODIV Parcel Centroid Coordinate
1634,0264,118,1.06,0264_118_1.06,0264,WALDWICK BORO,B,Business,11/4/22,ALT,"540,000",41.00843,-74.12301,MODIV Parcel Centroid Coordinate
1635,0264,120.01,8,0264_120.01_8,0264,WALDWICK BORO,R-5,Residential (1 & 2 Family Homes),9/8/22,ADD,"445,600",41.0081,-74.12991,MODIV Parcel Centroid Coordinate
1636,0264,128,37.01,0264_128_37.01,0264,WALDWICK BORO,B,Business,11/28/22,ALT,"346,000",41.01104,-74.12946,MODIV Parcel Centroid Coordinate
1637,0264,136,7,0264_136_7,0264,WALDWICK BORO,E,Educational,5/16/22,ALT,"1,252,500",41.01195,-74.13271,MODIV Parcel Centroid Coordinate
1638,0264,136,7,0264_136_7,0264,WALDWICK BORO,E,Educational,5/20/22,ALT,"14,406,500",41.01195,-74.13271,MODIV Parcel Centroid Coordinate
1639,0264,136,7,0264_136_7,0264,WALDWICK BORO,E,Educational,5/20/22,ALT,"300,000",41.01195,-74.13271,MODIV Parcel Centroid Coordinate
1640,0264,162.06,6,0264_162.06_6,0264,WALDWICK BORO,R-5,Residential (1 & 2 Family Homes),11/10/22,ADD,"250,000",41.01025,-74.1443,MODIV Parcel Centroid Coordinate
1641,0264,163.17,14,0264_163.17_14,0264,WALDWICK BORO,R-5,Residential (1 & 2 Family Homes),6/20/22,ADD,"289,000",41.01978,-74.14722,MODIV Parcel Centroid Coordinate
1642,0264,165,1,0264_165_1,0264,WALDWICK BORO,R-5,Residential (1 & 2 Family Homes),5/27/22,ADD,"250,000",41.01934,-74.14125,MODIV Parcel Centroid Coordinate
1643,0264,18.01,15,0264_18.01_15,0264,WALDWICK BORO,B,Business,6/24/22,ADD,"625,000",41.00863,-74.11733,MODIV Parcel Centroid Coordinate
1644,0264,77,1,0264_77_1,0264,WALDWICK BORO,E,Educational,5/19/22,ALT,"1,055,300",41.01709,-74.11015,MODIV Parcel Centroid Coordinate
1646,0265,57,1,0265_57_1,0265,WALLINGTON BORO,B,Business,10/26/22,ALT,"850,000",40.84233,-74.10406,Geocoded Parcel Block
1648,0266,2202,1,0266_2202_1,0266,WASHINGTON TWP,I-1,Institutional or Group Home,2/7/22,ALT,"361,980",40.99637,-74.06208,MODIV Parcel Centroid Coordinate
1649,0266,2202,1,0266_2202_1,0266,WASHINGTON TWP,I-1,Institutional or Group Home,2/28/22,NEW,"24,978,446",40.99637,-74.06208,MODIV Parcel Centroid Coordinate
1650,0266,2207,4,0266_2207_4,0266,WASHINGTON TWP,R-5,Residential (1 & 2 Family Homes),4/7/22,ADD,"326,300",40.99359,-74.06598,MODIV Parcel Centroid Coordinate
1651,0266,2325,1.01,0266_2325_1.01,0266,WASHINGTON TWP,R-5,Residential (1 & 2 Family Homes),9/22/22,ALT,"362,000",40.99207,-74.06566,MODIV Parcel Centroid Coordinate
1652,0266,2329,2,0266_2329_2,0266,WASHINGTON TWP,B,Business,6/1/22,ALT,"250,450",40.98834,-74.06428,MODIV Parcel Centroid Coordinate
1653,0266,3106.01,6,0266_3106.01_6,0266,WASHINGTON TWP,R-5,Residential (1 & 2 Family Homes),9/19/22,ADD,"254,750",40.99704,-74.05588,MODIV Parcel Centroid Coordinate
1654,0266,3304,38,0266_3304_38,0266,WASHINGTON TWP,R-5,Residential (1 & 2 Family Homes),11/1/22,NEW,"315,800",40.98841,-74.05957,MODIV Parcel Centroid Coordinate
1655,0266,4409,16,0266_4409_16,0266,WASHINGTON TWP,R-5,Residential (1 & 2 Family Homes),5/3/22,ADD,"257,000",40.98566,-74.05487,MODIV Parcel Centroid Coordinate
1656,0267,1110,16,0267_1110_16,0267,WESTWOOD BORO,R-5,Residential (1 & 2 Family Homes),4/25/22,ADD,"265,816",40.97905,-74.04217,MODIV Parcel Centroid Coordinate
1657,0267,1404,11,0267_1404_11,0267,WESTWOOD BORO,R-5,Residential (1 & 2 Family Homes),6/3/22,ADD,"304,700",40.99343,-74.02649,MODIV Parcel Centroid Coordinate
1658,0267,2001,14,0267_2001_14,0267,WESTWOOD BORO,R-2,Residential (Multifamily),11/2/22,ALT,"255,000",40.98573,-74.01862,MODIV Parcel Centroid Coordinate
1659,0267,305,13,0267_305_13,0267,WESTWOOD BORO,R-5,Residential (1 & 2 Family Homes),10/31/22,ADD,"270,200",40.98795,-74.04438,MODIV Parcel Centroid Coordinate
1660,0267,409,7,0267_409_7,0267,WESTWOOD BORO,R-5,Residential (1 & 2 Family Homes),1/12/22,ADD,"263,100",40.98476,-74.04572,MODIV Parcel Centroid Coordinate
1661,0267,410,24,0267_410_24,0267,WESTWOOD BORO,R-5,Residential (1 & 2 Family Homes),6/1/22,ADD,"320,500",40.98373,-74.04346,MODIV Parcel Centroid Coordinate
1662,0267,801,18,0267_801_18,0267,WESTWOOD BORO,R-2,Residential (Multifamily),6/10/22,ALT,"450,000",40.99429,-74.03623,MODIV Parcel Centroid Coordinate
1663,0267,807,9,0267_807_9,0267,WESTWOOD BORO,B,Business,6/10/22,ALT,"835,155",40.99274,-74.03344,MODIV Parcel Centroid Coordinate
